
------ 1926311864 :: Soul Filcher's Clearing Time ------

1926311864::EN::ItemName_Base.CuttingBoardWooden = "Wooden Cutting Board",
1926311864::CN::ItemName_Base.CuttingBoardWooden = "ceshiceshi木质砧板dafdsa",
	1926311864::EN::ItemName_Base.PoolballInSock = "Poolball In Sock",
	1945359259::EN::IGUI_Dream112 = "I am in a dense forest grove, surrounded by many tall trees. Fallen leaves rustle underfoot, and large black spiders run along the branches. I try not to touch them and carefully move forward. <LINE> <LINE> In the distance, I see a huge black and shaggy spider with two huge legs towering above the rest. He begins to wrap his victim around his legs and I realize with horror that I am very close to him. <LINE> <LINE> I try to back away, but I look around and realize that all the forest paths are blocked by spiders. I try to plug my ears so as not to hear their many-voiced hiss and the sound of lamps on the surface, but the sound is getting louder and louder. <LINE> <LINE> Suddenly, my legs give way and I find myself inside a dead web loop. Everything around me is getting darker and pitcher, and the spiders stop playing, starting to attack me furiously. Their paws tightly wrap around me, push me away and make me breathe heavily, I feel cold and fear.",
	1945359259::CN::IGUI_Dream112 = "身处密林深处, 高耸树木环绕四周. 脚下枯 <LINE> 叶沙沙作响, 枝桠间爬满黑色蜘蛛. 我小心 <LINE> 避让向前移动. 远处出现长着两条巨型步足 <LINE> 的毛蛛, 正用附肢缠绕猎物. 惊恐发现已近 <LINE> 在咫尺. 后退时才发现所有林间小道都被蛛 <LINE> 群封锁. 捂住耳朵仍能听见它们此起彼伏的 <LINE> 嘶鸣. 突然腿一软跌入蛛网陷阱. 周遭越来 <LINE> 越暗, 蜘蛛们停止玩耍开始疯狂攻击. 冰冷 <LINE> 的步足紧紧缠绕, 压迫感让呼吸变得困难.",
	1945359259::EN::IGUI_Dream113 = "I am floating inside a space where there is no earth, no sky, nothing else, only me - a lonely point, the only and lonely atom in the vast universe. Everything around me is dark and empty. However, suddenly in front of me lights up light, shooting out a bright star.This light forms a ball that begins to fly around me.<LINE> <LINE>I understand that this ball is an entity of light that can communicate with me telepathically.The ball speaks to me about the origin of the universe, which was created from a germ containing all knowledge and germs of all existing and ever-existing life forces.The orb explains that life goes on forever and we are all unique energies.<LINE> <LINE>Another orb of light then appears and begins to communicate with me about immortality.The ball gives me the understanding that we all do not die, but exist in an infinite form, and our life force simply passes into another form of being.<LINE> <LINE> I continue to swim in this endless dark pr space and communicate with balls of light. I feel that all questions and doubts dissolve into space, and my being plunges into a deeper understanding that everything I know and everything I fear is just another lie, a test for my soul. <LINE> <LINE> I continue to fly in this darkness, realizing the importance of every moment and the happiness of being in this world. Everything that was, then passed, and what is now is what I create, being an observer and creator of vital energy. It seems to me that I have been here for a very long time, and I do not know when all this will end, but I still continue to fly, maintaining contact with the balls of light.",
	1945359259::CN::IGUI_Dream113 = "漂浮在没有天地之分的虚空, 我是浩瀚宇宙 <LINE> 中孤独的原子. 忽然前方亮起星光, 形成环 <LINE> 绕我飞行的光球. 这些光球通过心灵感应交 <LINE> 流, 告诉我宇宙源于包含所有知识的胚胎,  <LINE> 生命永续, 我们都是独特的能量体. 新出现 <LINE> 的光球阐述永生真谛: 我们不会真正死亡,  <LINE> 只是转化为其他形态存在. 在这片黑暗空间 <LINE> 继续漂浮, 所有疑虑都消融在星海之中. 既 <LINE> 是观察者也是创造者, 当下即是我创造的永 <LINE> 恒.",
	1945359259::EN::IGUI_Dream114 = "All around me are white walls and a staircase going up somewhere. The staircase looks endless, but I can't stop, couldn't stop running up. I don't know what's waiting for me at the top, but I'm sure it will be something important and meaningful.<LINE> <LINE>My breathing is getting heavier, but I keep running, climbing each rung of the stairs.It seems like an eternity before I get to the top, well, finally I'm at the top ... in fact it was - just a few minutes. Surprisingly, it seemed so long! <LINE> <LINE> When I finally reach the very top of the stairs, I see the vast expanse of sky in front of me. I feel a strong sense of freedom and joy, clinging to the railing of the stairs so as not to fall in. I look at this beautiful landscape, and it looks as endless and unexplored as the steps that made my rapid ascent.<LINE> <LINE> I wanted to stay here at the top , forever, leaving in Behind all your fears and worries. I continue to consider the heavenly beauty, enjoying every moment and there is no desire to leave here. <LINE> <LINE> Suddenly, I feel a strong gust of wind tearing my thoughts apart. I lose my balance and drop my backpack from my hands, which immediately disappeared into the sea of white clouds below.",
	1945359259::CN::IGUI_Dream114 = "纯白墙壁与无尽旋梯. 虽然呼吸困难仍不断 <LINE> 向上奔跑, 确信顶端有重要事物等待. 经过 <LINE> 仿佛永恒的攀爬, 其实仅用几分钟就到达顶 <LINE> 点. 站在楼梯边缘, 眼前是无垠苍穹, 自由 <LINE> 与喜悦充满心灵. 多想永远停留于此, 抛却 <LINE> 所有恐惧与忧虑. 突然一阵狂风袭来, 背包 <LINE> 坠入下方云海.",
	1945359259::EN::IGUI_Dream115 = "The sky reflects and ripples on the surface of infinite depth as I lie on the surface of the water, watching the silent world around me. My body is submerged in the water and I feel it surround me from all sides. My hands are strapped to a research device, it begins to drag me into the mysterious depths.The water around me becomes cold, my body is well aware of temperature changes with increasing depth ... I hear sound signals, and I know that our submersibles are somewhere close to me. I am completely submerged into my thoughts as my partner beeps into my earphone, confirming that we are ready to explore the deep sea chasm directly below us.<LINE> <LINE> power plants in my hands, something new awaits us in the depths ahead.I feel the pressure of water on my body and ears, hear the muffled sounds that surround us, which I only t unforgettable atmosphere of our underwater adventure. <LINE> <LINE> We discover a huge and incomprehensible animal, some parts of its body longer than a few of my height. We carefully approach, considering its amazing form. His appearance reveals an unknown aspect of the universe, and we begin to study and analyze an unknown creature. We have been able to take tissue and flesh samples from his huge body, and we are recording all of our observations to present them to our colleagues. <LINE> <LINE> We sail on, and get more and more carried away, with each new unknown living creature, deciding to make a description of it and give it a breed. We also observe the behavior of other species of animals, and we manage to notice the expressions on their faces, their emotions, we understand that these creatures feel and experience some special events at this depth. <LINE> <LINE> For several hours now, we have been exploring this deep sea world, and discovering even more vibrant nature. We dive deeper and deeper, discovering new types of fish and coral reefs. I feel like a real researcher, developing our science in what has not yet been studied. <LINE> <LINE> It's time to head back, and we slowly begin to rise to the surface, deeply inspired and excited by the mesmerizing dive.",
	1945359259::CN::IGUI_Dream115 = "仰卧在水面, 无限深度的海洋倒映着天空.  <LINE> 研究设备将我拖向深渊, 水温随下潜越来越 <LINE> 冷. 耳机里传来同伴确认探索海沟的讯号.  <LINE> 在压力与朦胧声响中, 我们发现体长数倍的 <LINE> 未知生物. 采集组织样本时, 竟从它表情看 <LINE> 出情感波动. 数小时的探索中发现更多奇特 <LINE> 种群, 为它们命名分类. 返航时仍沉浸在震 <LINE> 撼之中.",
	1945359259::EN::IGUI_Dream116 = "I find myself in a dense forest with trees, flowers and grass everywhere. I can't move, breathe or speak normally. It's something different, like I've never experienced it before. Strange taste in my mouth... like as if grass or leaves were eaten, the taste is a little bitter... I find myself inside the trunk of an old tree, there is quite a lot of space. I was surrounded by the spirits of the plant world. <LINE> <LINE> These spirits are invisible, but I know that they are here, near with me, intangible. They approached and began to speak to me. I hear their voices, which resemble the sounds of the wind, leaves and birdsong. I do not understand what is happening, but I understand inside myself what they are saying, as if the words themselves are born right in in my head... <LINE> <LINE> The spirits of the plant world began to tell me about their lives. They told me how they fought for their survival, how they take care of plants, trees and flowers. They complain that people do not respect nature, and use resources without thinking about the future.<LINE> <LINE> Du he asked me if I have any questions. I ask them a lot of questions about why people don't take care of nature, what we can do to change it, and what is the future of our planet. They answered my questions, gave me a lot of advice and shared their vision of the future. <LINE> <LINE> Then the spirits invited me to participate in a ceremony to thank nature. I agree. They made a colorful procession around me of flowers, leaves and trees that sang and danced around me. I feel that I am becoming one of them, that I am coming into contact with a strong and powerful plant world.",
	1945359259::CN::IGUI_Dream116 = "被困在古树躯干内, 植物精灵用风声鸟语与 <LINE> 我交流. 它们诉说人类滥用资源的恶行,  <LINE> 邀请我参加感恩自然的仪式. 花叶环绕起舞 <LINE> 时, 我感觉自己正在融入植物王国.",
	1945359259::EN::IGUI_Dream117 = "I'm sitting on a bed in a cruise ship's cabin. The peaceful sound of the flow of water, the subtle sounds of the wind, the gentle smell of the ocean air and the coolness of the floor under my feet. What is happening here cannot be described in words. I am in a heavenly place, surrounded by tropical beauty and monkeys, beautiful savages and local birds Feeling free and strong, cheerful and in anticipation of adventure <LINE> <LINE> As the cruise ship approaches the port, I stare resolutely at the shore where the stunning beauty of nature awaits me. I'm enjoying the golden sand, the clear sea breeze, and the picturesque scenery of the tropics <LINE> <LINE> Suddenly I feel someone touch my thigh I look down and see my parrot suddenly flew out of my pants pocket.I am surprised and happy to see my old friend who is always with me.<LINE> <LINE>Suddenly I hear a voice: sharp, shrill and without emotion.<LINE> <LINE> - I like you - dialect um voice. <LINE> <LINE> I look in the direction the voice was coming from, and I notice the incredible sight of this parrot talking. But this is not an ordinary parrot, it turns out to be unusually smart. <LINE> <LINE> - How do you understand me? I ask the parrot. <LINE> <LINE> - I hear everything you say, - he replies. <LINE> <LINE> I'm shocked, I've never met such a parrot that a parrot could talk and communicate with people in this way... <LINE> <LINE> The parrot began to tell me about himself. He says that he is not like all parrots and wants to become something more than just a pet. He wants to travel, learn new things from his owner and interact with other animals. <LINE> <LINE> We started talking about his dreams and plans. The parrot suggested that I go with him on his adventures, I agree with him. <LINE> <LINE> The sun is shining softly. Trees and flowers are visible. I breathe calmly. I notice a shadow on my neck. It turns out that there is a hole in the clothes somewhere. I put my hand in the back pocket of my trousers, feel something? A strand of feathers, soft and colored. <LINE> <LINE> - Hello! Now I was in the pocket of your clothes, and I did not understand where I was, said the parrot. <LINE> <LINE> - I see that people are fussing around me, but I can't figure out where I am or what's going on. I'm in a strange place where something happens all the time, but I can't figure out what it is. <LINE> <LINE> Parrot tilted his head questioningly and looked defiantly into my eyes, hoping in all likelihood to get at least some answers or questions from me. <LINE> <LINE> Without waiting for my question or answer, he began to tell me that people are very strange and sometimes do things that seem to many parrots - completely normal, and completely incomprehensible to others. I understand what he wanted to tell me with this, but he continued to speak. <LINE> <LINE> He asked me strange questions about people's lives. Why is he asking me this? It seems he just wants to talk to me, but then it became clear that he was asking these questions not to me, but to himself. <LINE> <LINE> He talked about how strange people's lives are and how they're constantly looking for some meaning. <LINE> <LINE> I don't quite understand what he means, but he kept talking. He talked about how life for him is just being a parrot, and that he does not think about any further future. <LINE> <LINE> He asks me weird questions about where I'm going, what color I like, and what mood I'm in today. I try to answer, but it seems to me that he does not quite understand my answers. <LINE> <LINE> Suddenly, the parrot changes color, turns pink and begins to speak in some incomprehensible language. I try to make out what he's saying, but the words won't come out. The parrot continues to talk, and I finally understand that he is teaching me to speak his language. <LINE> <LINE> I start answering his questions again and he laughs, saying that I'm becoming his best student. Suddenly we hear a knock on the door. I get up and open. <LINE> <LINE> Outside the door I see my grandmother, she smiles and invites me to dinner. I agree and start to follow her, but when I leave the room, it turns out that I am in a dark basement where there are no windows, only dirty floors and walls. <LINE> <LINE> I start to panic, but then a parrot appears in front of me and says that he wandered into this place by accident and knows how to get out. He starts flying around me and I run after him. We go through many rooms and corridors, but there is no way out anywhere. <LINE> <LINE> Then I notice that the parrot is gone. I scream his name, but no one answers. I run further and suddenly I find myself in the light. I stand in front of the door in the bright hall, where there are tables, fruit baskets and dishes. <LINE> <LINE> The kitchen disappears, I find myself in the car, driving to the beach and again I meet a parrot there, who says that it was a test because I'm an ungrateful pig. But then he asks the next question. <LINE> <LINE> - Are you happy? - I think, not knowing the exact answer. <LINE> <LINE> - What makes you happy? the parrot continues. <LINE> <LINE> I can imagine different scenarios, but I can’t give a specific answer. <LINE> <LINE> Suddenly, a parrot quickly takes off from the windowsill and flies past me. All I see is how he disappears through the door. <LINE> <LINE> I rush through the door and into the woods. I hear the sounds of nature - the singing of birds, the noise of trees, the flow of the river. I start to walk forward, not knowing where, when I suddenly meet a parrot that is looking at me. <LINE> <LINE> I ask him what's going on here, but he doesn't answer me. I follow him with my eyes until he disappears among the foliage on the branches of a tree...<LINE> <LINE> Strange signs and symbols begin to appear around me, flying around me like bees around a beehive. They begin to take over my mind, and I realize that I am in some other world where everything is possible. I look up and see an unusual glow in the sky. I approach it and suddenly realize that it was a parrot star and was created for me. <LINE> <LINE> After looking at the map, I go to a motel surrounded by picturesque mountains and the music of local instruments. At the hotel I am greeted by smiling staff who bring me freshly baked pies and exotic drinks. I spend several hours here, enjoying the silence and beauty of nature, as well as the groovy music of the instruments. Locals tell me stories from their lives, share the secrets of their cuisine, and in general create a favorable atmosphere of a friend with a friend. I return to the ship, enjoying the sunset and nature. At this point, I'm shaking a little. I see that the parrot has again stuck its head out of my pocket and is talking. <LINE> <LINE> - The global transformation of the quantum understanding of the state of the material of feathers, in the wings of parrots, indirectly confirms the direction of the thought of an electric discharge, during a shaving flight of a flock in an aggressive stream of smoke...",
