ItemName_Base.TatteredPaper = "Tattered Paper",
UI_ImmersiveLore_Story_97_Content = "I'm not making it down to the Lower Depths, looks like, so I'll just sit here and write. Put it out there into the night air. Conway better be taking care of Lysette, not that I don't expect him to. He's shaped up a lot since he quit the liquor, and she's needed him to since her mind's been going. Hardest thing he's ever done, I'd wager, sobering up just to sit and watch her slip into the dark. Might be a kindness on the part of God, honestly, her forgetting, ever since Charlie and Ira. Might be the wrath of Him that Conway's got to sit and be the only one to remember between the two. Can't ever repay that debt he thinks Lysette's owed. I pity the old guy.\n\nJunebug and Johnny came through a week or so before they put up the border. She seemed to know there was something coming, like she always does, seeing things before and after they've happened. Wish I'd gone with them, though it's not like I'd fit in the sidecar between Johnny, their gear, and that beautiful old dress. They were going to the bar for a gig and we'd all have been there days before the camo guys rolled in. Probably halfway to Santiago by now, riding hard through the nights, gas needle always on zero. Or maybe they're holding out in that old mine they used to hang around. Envy them that, being young and able. Suppose that's my late reflection, hah hah.",
UI_ImmersiveLore_Story_97_Title = "Hard Times",
UI_ImmersiveLore_Story_98_Content = "Daryl,\nSo here's what me and Marty figured out. The army's got all the airfields locked down but they ain't watching any of the dirt strips right? Well we're gonna get the old cropduster out of the barn and roll it down to Sally's to try and see if she'll help us get it flying again. Then we'll all jump in and take off for the Keys. How's that sound huh? It worked in Nam right? And it ain't like they'll scramble to shootdown some little duster flying around. So if you wanna join in we're gonna be starting the roll on Tueday and heading down Old Mill toward Lickskillet. We sure could use your help and I'd get Marty to let you set up front.\nYour pal,\nRonnie",
UI_ImmersiveLore_Story_98_Title = "The Cropduster Plan",
UI_ImmersiveLore_Story_99_Content = "July 7, 1993\nSome f!cker BIT ME today! Like, what the sh!t, dude!? He came stumbling up like he was high or something, and when he was just standing there staring at me, I asked if he was OK, and then he, like, fell over on me and totally BIT ME! Rocky got him off me, and the guy was just flopping around on the sidewalk after that, so maybe he was totally high, but, like, dude!? He bit me so hard, and now I'm all messed up! Hope he liked the taste of f!cking silicone! So Rocky's taking me to the doc tomorrow to get some antibiotics or whatever, make sure it's not infected, and maybe fix the damage. He's so sweet. Maybe I'll pick out a new blouse, too! Tomorrow's going to be great!",
UI_ImmersiveLore_Story_99_Title = "Take A Bite Outta This",
UI_ImmersiveLore_Story_9_Content = "I never thought I'd miss Mondays, but here we are, in the middle of the zombie apocalypse. It's strange how the little things we took for granted become the things we yearn for the most. I miss the sound of the alarm clock, the rush to get ready for work, and even the annoying morning traffic.\n\nThose mundane routines gave our lives a sense of purpose and normalcy. Now, every day feels like a battle for survival. But I hold onto the hope that one day, Mondays will return, and we'll complain about them just like we used to.",
UI_ImmersiveLore_Story_9_Title = "Missing Mondays",
UI_ImmersiveLore_Story_XXX_Content = "",
UI_ImmersiveLore_Story_XXX_Title = "",
